,id,uid,x,y,rw,rh,iw,ih,size,imgpath
0,ik1_95,95,671,1455,1,2,0,0,2,
0,ik1_96,96,796,1451,78,27,27,82,2106,./img/img_ik1_96.jpg
0,ik1_97,97,386,1441,119,32,32,123,3808,./img/img_ik1_97.jpg
0,ik1_98,98,401,1463,11,3,0,0,33,
0,ik1_99,99,457,1454,11,3,0,0,33,
0,ik1_100,100,441,1448,15,17,21,19,255,./img/img_ik1_100.jpg
0,ik1_101,101,485,1445,16,18,22,20,288,./img/img_ik1_101.jpg
0,ik1_102,102,520,1433,116,30,30,120,3480,./img/img_ik1_102.jpg
0,ik1_103,103,534,1453,11,3,0,0,33,
0,ik1_104,104,548,1449,27,7,0,0,189,
0,ik1_105,105,576,1444,13,4,0,0,52,
0,ik1_106,106,568,1440,12,3,0,0,36,
0,ik1_107,107,651,1431,28,25,27,32,700,./img/img_ik1_107.jpg
0,ik1_108,108,1040,1430,1,6,0,0,6,
0,ik1_109,109,749,1424,42,25,27,46,1050,./img/img_ik1_109.jpg
0,ik1_110,110,755,1438,14,7,0,0,98,
0,ik1_111,111,930,1422,28,23,25,32,644,./img/img_ik1_111.jpg
