,id,uid,x,y,rw,rh,iw,ih,size,imgpath,orig_y,prev_rec_y,chg_in_y
0,sw1_249,249,804,1325.0,47,22,22,51,1034,./img/img_sw1_249.jpg,1325,1325.0,0.0
0,sw1_247,247,485,1332.0,17,10,12,21,170,./img/img_sw1_247.jpg,1332,1325.0,7.0
0,sw1_251,251,831,1336.0,17,9,11,21,153,./img/img_sw1_251.jpg,1336,1332.0,4.0
0,sw1_230,230,1060,1336.0,12,107,141,16,1284,./img/img_sw1_230.jpg,1338,1336.0,0.0
0,sw1_208,208,449,1381.0,55,22,22,59,1210,./img/img_sw1_208.jpg,1382,1336.0,45.0
0,sw1_207,207,522,1381.0,38,21,23,42,798,./img/img_sw1_207.jpg,1382,1381.0,0.0
0,sw1_215,215,575,1381.0,96,24,24,100,2304,./img/img_sw1_215.jpg,1381,1381.0,0.0
0,sw1_213,213,686,1381.0,52,22,22,56,1144,./img/img_sw1_213.jpg,1381,1381.0,0.0
0,sw1_210,210,759,1381.0,73,24,24,77,1752,./img/img_sw1_210.jpg,1381,1381.0,0.0
0,sw1_212,212,762,1390.0,17,9,11,21,153,./img/img_sw1_212.jpg,1390,1381.0,9.0
0,sw1_199,199,1178,1401.0,5,18,32,9,90,./img/img_sw1_199.jpg,1401,1390.0,11.0
0,sw1_191,191,448,1409.0,139,23,23,143,3197,./img/img_sw1_191.jpg,1410,1401.0,8.0
0,sw1_190,190,604,1409.0,25,21,23,29,525,./img/img_sw1_190.jpg,1411,1409.0,0.0
0,sw1_197,197,644,1409.0,54,22,22,58,1188,./img/img_sw1_197.jpg,1409,1409.0,0.0
0,sw1_195,195,713,1409.0,41,22,24,45,902,./img/img_sw1_195.jpg,1409,1409.0,0.0
0,sw1_193,193,770,1409.0,93,22,22,97,2046,./img/img_sw1_193.jpg,1409,1409.0,0.0
0,sw1_180,180,1061,1447.0,16,261,325,20,4176,./img/img_sw1_180.jpg,1447,1409.0,38.0
0,sw1_145,145,445,1495.0,56,25,25,60,1400,./img/img_sw1_145.jpg,1497,1447.0,48.0
0,sw1_147,147,516,1495.0,98,25,25,102,2450,./img/img_sw1_147.jpg,1496,1495.0,0.0
0,sw1_156,156,629,1495.0,69,25,25,73,1725,./img/img_sw1_156.jpg,1495,1495.0,0.0
0,sw1_155,155,712,1495.0,42,24,26,46,1008,./img/img_sw1_155.jpg,1495,1495.0,0.0
0,sw1_149,149,768,1495.0,112,24,24,116,2688,./img/img_sw1_149.jpg,1495,1495.0,0.0
0,sw1_117,117,527,1581.0,268,179,181,272,47972,./img/img_sw1_117.jpg,1581,1495.0,86.0
0,sw1_116,116,804,1581.0,90,180,188,94,16200,./img/img_sw1_116.jpg,1581,1581.0,0.0
0,sw1_120,120,755,1700.0,15,45,57,19,675,./img/img_sw1_120.jpg,1700,1581.0,119.0
0,sw1_90,90,1042,1739.0,25,248,286,29,6200,./img/img_sw1_90.jpg,1739,1700.0,39.0
0,sw1_83,83,545,1758.0,217,24,24,221,5208,./img/img_sw1_83.jpg,1758,1739.0,19.0
0,sw1_79,79,772,1761.0,98,23,23,102,2254,./img/img_sw1_79.jpg,1761,1758.0,3.0
0,sw1_81,81,784,1766.0,26,14,16,30,364,./img/img_sw1_81.jpg,1766,1761.0,5.0
0,sw1_73,73,516,1785.0,37,21,23,41,777,./img/img_sw1_73.jpg,1785,1766.0,19.0
0,sw1_71,71,568,1785.0,28,21,23,32,588,./img/img_sw1_71.jpg,1785,1785.0,0.0
0,sw1_68,68,610,1785.0,56,22,22,60,1232,./img/img_sw1_68.jpg,1785,1785.0,0.0
0,sw1_66,66,681,1785.0,56,23,23,60,1288,./img/img_sw1_66.jpg,1786,1785.0,0.0
0,sw1_65,65,752,1785.0,41,22,24,45,902,./img/img_sw1_65.jpg,1788,1785.0,0.0
0,sw1_49,49,441,1811.0,55,22,22,59,1210,./img/img_sw1_49.jpg,1813,1785.0,26.0
0,sw1_52,52,515,1811.0,95,23,23,99,2185,./img/img_sw1_52.jpg,1811,1811.0,0.0
0,sw1_50,50,624,1811.0,70,23,23,74,1610,./img/img_sw1_50.jpg,1812,1811.0,0.0
0,sw1_44,44,709,1811.0,98,23,23,102,2254,./img/img_sw1_44.jpg,1814,1811.0,0.0
0,sw1_40,40,822,1817.0,111,22,22,115,2442,./img/img_sw1_40.jpg,1817,1811.0,6.0
0,sw1_30,30,71,1885.0,5,11,19,9,55,./img/img_sw1_30.jpg,1885,1817.0,68.0
